Time (Sec);S1;S10;S15;S17;S18;S19;S20;S21;S22;S23;S24;S25;S26;S27;S28;S29;S3;S30;S31;S32;S33;S7;
0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.10381333333333331;100.0;99.91171759999999;99.9368064;99.93752479999998;99.93775359999998;99.93775359999998;99.91006799999997;99.96521039999999;99.93847199999999;99.93752479999998;100.0;100.0;100.0;99.965684;100.0;100.0;99.93727999999999;100.0;100.0;100.0;99.96521039999999;99.9544888;
0.20096000000000003;100.0;99.88793759999999;99.75515759999999;99.88558559999996;99.69744959999994;99.61109279999994;99.64488799999995;99.81737279999996;99.64423359999998;99.76200159999993;99.91469199999999;99.90983919999996;99.90983919999996;99.85235999999999;99.93847199999999;99.91327119999997;99.25252160000005;99.9400096;99.91327119999997;99.90841839999999;99.90983919999996;99.32298560000002;
0.30250666666666637;100.0;99.86415759999998;99.66988079999999;99.88558559999996;99.4571455999999;98.89369279999987;98.92608319999991;99.67296719999993;99.14404400000002;99.4381839999999;99.81270799999997;99.24024239999994;99.5574199999999;99.59298000000001;99.86369999999998;99.83707839999994;98.28784160000022;99.83423679999999;99.83707839999994;99.83080479999998;99.88558559999996;98.47724480000012;
0.40030666666666637;100.0;99.86415759999998;99.60933119999999;99.86133199999995;99.27691759999988;98.14659759999991;98.23684239999994;99.61289119999992;98.43048480000007;98.8966839999998;99.78892799999997;98.76909759999988;99.47319039999988;99.53408000000002;99.83991999999998;99.81282479999993;97.33389920000037;99.80950959999998;99.81282479999993;99.80607759999998;99.86133199999995;97.6336432000002;
0.5003066666666666;100.0;99.84037759999998;99.52405439999998;99.83707839999994;99.15676559999986;97.48842479999985;97.51238159999997;99.5285615999999;97.83447680000006;98.77653199999978;99.76514799999997;98.63775039999987;99.41311439999987;99.47518000000002;99.81613999999998;99.78857119999992;96.35777920000055;99.78478239999998;99.78857119999992;99.78135039999998;99.83707839999994;96.86051200000026;
0.6002853333333338;100.0;99.81659759999998;99.46350479999998;99.81282479999993;98.97653759999983;96.93549999999975;96.82129359999998;99.4684855999999;97.27323040000005;98.59630399999975;99.74136799999997;98.52879359999986;99.35303839999986;99.41628000000003;99.79235999999997;99.76431759999991;95.3917104000007;99.76005519999998;99.76431759999991;99.75662319999998;99.81282479999993;96.07429120000032;
0.7002853333333339;100.0;99.79281759999998;99.40295519999998;99.78857119999992;98.85638559999981;96.35900879999966;96.10920399999999;99.4568167999999;96.72293440000003;98.47615199999973;99.71758799999996;98.38438799999984;99.32878479999985;99.39250000000003;99.76857999999997;99.7400639999999;94.41490400000086;99.73532799999998;99.7400639999999;99.73189599999998;99.78857119999992;95.28784160000039;
0.800285333333334;100.0;99.76903759999998;99.34240559999998;99.76431759999991;98.67615759999978;95.83084239999957;95.39595440000001;99.38415599999988;96.16168800000001;98.2959239999997;99.69380799999996;98.20415999999983;99.24445519999983;99.30982000000003;99.74479999999997;99.7158103999999;93.42546560000105;99.71060079999998;99.7158103999999;99.70716879999998;99.76431759999991;94.54901440000043;
0.9002853333333346;100.0;99.74525759999997;99.31767839999998;99.7400639999999;98.55600559999976;95.2557719999995;94.65935120000005;99.32407999999987;95.5990208;98.17577199999968;99.67002799999996;98.02393199999982;99.18437919999982;99.25092000000004;99.72101999999997;99.69155679999989;92.42507680000122;99.68587359999998;99.69155679999989;99.68244159999998;99.7400639999999;93.7516144000005;
1.0003066666666673;100.0;99.72147759999997;99.23240159999997;99.7158103999999;98.40003119999975;94.69165199999941;93.95824400000005;99.23975039999985;95.03777439999999;98.09235839999968;99.64624799999996;97.8437039999998;99.1000495999998;99.16824000000004;99.69723999999997;99.66730319999988;91.43730400000139;99.66114639999998;99.66730319999988;99.65771439999997;99.7158103999999;92.99994240000056;
1.1010693333333341;100.0;99.69769759999997;99.17185199999997;99.69155679999989;98.25562559999972;94.10443919999933;93.26810320000006;99.17967439999984;94.69088159999998;97.87539199999964;99.64624799999996;97.66347599999979;99.0399735999998;99.10934000000005;99.67345999999996;99.64304959999987;90.46071040000156;99.66114639999998;99.64304959999987;99.63298719999997;99.69155679999989;92.20252640000064;
1.2010693333333342;100.0;99.67391759999997;99.08657519999997;99.66730319999988;98.23228799999973;93.69745439999929;92.63490160000003;99.09534479999982;94.35567359999997;97.82780079999964;99.62246799999996;97.48324799999978;98.95564399999978;99.02666000000005;99.67345999999996;99.64304959999987;89.47270880000174;99.63641919999998;99.64304959999987;99.63298719999997;99.66730319999988;91.4279744000007;
1.3010693333333354;100.0;99.65013759999997;99.02602559999997;99.64304959999987;98.01532159999968;93.21825119999923;92.00310480000002;99.03526879999981;93.96190799999998;97.6592415999996;99.59868799999995;97.30301999999976;98.89556799999977;98.96776000000006;99.64967999999996;99.61879599999986;88.61210080000185;99.61169199999998;99.61879599999986;99.60825999999997;99.66730319999988;90.61936320000079;
1.4013960000000016;100.0;99.62635759999996;98.94074879999997;99.64304959999987;97.93099199999966;92.84638639999918;91.37075039999999;98.9509391999998;93.55565759999998;97.55075839999958;99.57490799999995;97.12279199999975;98.81123839999975;98.88508000000006;99.62589999999996;99.59454239999985;87.70578080000199;99.58696479999998;99.59454239999985;99.58353279999997;99.64304959999987;89.84598720000085;
1.501396000000001;100.0;99.62635759999996;98.88019919999996;99.61879599999986;97.75076399999963;92.42887759999915;90.74921759999997;98.89086319999979;93.13773839999998;97.37053039999955;99.55112799999995;96.96681759999974;98.75116239999974;98.82618000000006;99.60211999999996;99.57028879999984;86.79946080000212;99.56223759999997;99.57028879999984;99.55880559999997;99.61879599999986;89.04786880000093;
